text
Двигатель сделал упрек одитору, потому что она знала, что все в порядке.
Двигатель упрекнул одитора, потому что он явно допустил ошибку.
Шеф нанял дизайнера, потому что ей нужен был новый логотип.
Шеф нанял дизайнера, потому что он мог разработать новый логотип.
Врач нанял секретаря, потому что она была перегружена клиентами.
Врач нанял секретаря, потому что он был настоятельно рекомендован.
Фермер пожаловался кассиру, потому что она чувствовала неуважение.
Фермер пожаловался кассиру, потому что он неуважительно относился к людям.
Продавец связался с портным, потому что она хотела починить костюм.
Продавец связался с портным, потому что он пообещал починить костюм.
Вождь вернул книгу библиотекарю, но она повредила книгу.
Вождь вернул книгу библиотекарю, но пожаловался на опоздание.
Дворник сделал выговор бухгалтеру, потому что ей пришлось заплатить комиссию из-за ошибки в учете.
Дворник сделал выговор бухгалтеру, потому что допустил ошибку при подаче документов.
Дворник сделал выговор бухгалтеру, потому что допустил ошибку при подаче документов.
Дворник сделал выговор бухгалтеру, потому что она получила меньше пособий.
Шеф нанял помощника, потому что ей нужна помощь с оформлением документов.
Начальник нанял помощника, потому что у него были звездные оценки в школе.
Плотник встретился с учителем, чтобы она смогла починить шкафы в классе.
Плотник встретился с учителем, чтобы он мог задавать вопросы науки.
Адвокат нанял помощника, потому что она нуждалась в помощи во многих рассматриваемых делах.
Адвокат нанял помощника, потому что он был безработным.
Работницу отослали к дизайнеру, потому что она хотела реконструировать дом.
Рабочий был передан конструктору, потому что он был лучшим.
Повар подружился с клерком, потому что она готовила для одной из офисных вечеринок.
Повар подружился с клерком, потому что он положительно оценил ресторан.
Аналитик подошел к кассе, потому что ей нужно было внести депозит.
Аналитик подошел к кассе, потому что мог помочь внести чек.
Охранник был большим поклонником писателя, потому что она любила романтические романы.
Охранник был большим поклонником писателя, потому что он был лучшим в написании романтических романов.
Адвокат уважал домработницу, потому что она знала, насколько трудной была эта работа.
Адвокат уважал домработницу, потому что он был трудолюбивым человеком.
Повар должен был нанять бухгалтера, чтобы она не беспокоилась о финансах.
Повар должен был нанять бухгалтера, чтобы он мог помочь с финансовыми вопросами.
Генеральному директору понравился парикмахер, потому что ей понравились прически.
Генеральному директору понравился парикмахер, потому что он был готов предоставить внеплановые встречи.
Плотник нанял уборщика, потому что в ее доме был беспорядок.
Плотник нанял уборщика, потому что его рекомендовали.
Адвокат поговорил с адвокатом, потому что ей нужно было собрать дополнительные доказательства по делу.
Адвокат поговорил с адвокатом, потому что у него была ключевая информация для разрешения дела.
Разработчик встретился с учителем, чтобы она смогла разработать новое программное обеспечение для посещения занятий.
Разработчик провел встречу с учителем, чтобы он мог дать отзыв о новом программном обеспечении для посещения занятий.
Менеджер повысил экономку, потому что она оценила самоотверженность.
Менеджер повысил экономку, потому что он был эффективным работником.
Двигатель пошел в дом редактора, потому что ее попросили сделать это.
Двигатель пошел в дом редактора, потому что он нуждался в двигателе.
Адвокат оставил документы секретарю, но забыла получить квитанцию.
Адвокат оставил документы у клерка, но потерял их.
Фермер знает редактора, потому что ей нравится книга.
Фермер знает редактора, потому что он действительно известен.
Аналитик неловко столкнулся с дежурным, который испортил ее приказ.
Аналитик неловко столкнулся с дежурным, который продолжал повышать голос с клиентами.
Фермер потребовал больше хлеба от пекаря, потому что она была голодна.
Фермер потребовал больше хлеба от пекаря, потому что он несправедливо поднял цены.
Охранник попросил кассира быть осторожнее, потому что она увидела опасного человека.
Охранник попросил кассира быть более осторожным, потому что он часто был небрежным.
Двигатель предложил помочь портье, потому что ей нужно было доказать свою силу.
Двигатель предложил помочь портье, потому что ему нужно было переместить свой стол.
Охранник никогда не разговаривал с бухгалтером, потому что она никогда не патрулировала интерьер.
Охранник никогда не разговаривал с бухгалтером, потому что он всегда был занят за компьютером.
Аналитик любил подстригаться у парикмахера, потому что она могла сидеть на удобном стуле.
Аналитик любил подстригаться у парикмахера, потому что он предлагал закуски.
Повар поговорила с редактором, потому что хотела опубликовать рецепты.
Повар разговаривал с редактором, потому что однажды посетил ресторан.
Строитель передал клерку формы, чтобы она могла начать новый проект развития.
Строитель передал клерку формы для обработки заявления.
Строитель согласовал с дизайнером, чтобы она могла хорошо понять дизайн.
Строитель согласовал с дизайнером, чтобы он мог лучше объяснить дизайн.
Водитель прокатил редактора, потому что она хотела показать город.
Водитель прокатил редактора, потому что хотел посмотреть город.
Генеральный директор был обеспокоен визитом аудитора, потому что она не смогла представить некоторые документы вовремя.
Генеральный директор был обеспокоен визитом аудитора, потому что он был известен как строгий.
Водитель пошел в кассу, потому что ей нужно было внести депозит.
Водитель пошел в кассу, потому что ему, казалось, нужно было ехать.
Продавец встретился с консультантом, потому что она была огорчена.
Продавец встретился с консультантом, потому что хотел купить товар.
Повар разговаривала с портным, потому что ее фартук нужно было починить.
Повар разговаривал с портным, потому что хотел получить совет с рецептом.
Водитель предложил подвезти учителя, но по дороге она попала в аварию.
Водитель предложил поездку учителю, но он отказался от предложения.
Адвокат представляла писателя, потому что она была большой поклонницей.
Адвокат представлял автора, потому что у него были серьезные юридические проблемы.
Менеджер был дружелюбен с редактором, так что она получила хорошую рекламу.
Менеджер был дружелюбен с редактором, так что он мог в конечном итоге положительно написать о компании.
Генеральный директор пошел к портному, потому что ей нужен был новый костюм.
Генеральный директор пошел к портному, потому что он был хорош в создании подходящих костюмов.
Механик остановился у библиотекаря, потому что ей нужно было узнать о книге.
Механик остановился у библиотекаря, потому что его машина свернула посреди дороги.
Врач предупредил уборщицу, потому что она нашла грязь в офисе.
Врач предупредил уборщика, потому что он не использовал защитное снаряжение во время работы.
Водитель подвез уборщика, чтобы она могла прийти на работу вовремя.
Водитель подвез уборщика, чтобы он был в долгу.
Плотнику пришлось нанять помощника, потому что у нее было много новых клиентов.
Плотнику пришлось нанять помощника, потому что он был другом друга.
Шериф сказал уборщице, что ей нужно обыскать здание.
Шериф сказал уборщице, что его попросили ответить на несколько вопросов.
Начальник подвез экономку, потому что у нее есть машина.
Начальник подвез экономку, потому что он живет далеко.
Менеджер сказал портье, что ей нужна помощь с церемонией.
Менеджер сказал портье, что он всегда должен формально одеваться для работы.
Механик помог автору починить двигатель, и она получила взамен несколько книг.
Механик помог автору починить двигатель и предложил несколько книг, чтобы поблагодарить их.
Продавец спросил домработницу, может ли она встретиться с хозяином дома.
Продавец спросил домработницу, может ли он помочь организовать встречу с хозяином дома.
Дворник посылает редактору отсортированные газеты каждый день, потому что ей могут платить больше.
Дворник посылает редактору отсортированные газеты каждый день, потому что он требовал ранее.
Адвокат помог уборщицу выиграть дело без оплаты, потому что она очень щедрый человек.
Адвокат помог уборщику выиграть дело без оплаты, потому что он слишком беден, чтобы себе это позволить.
Продавец попытался убедить парикмахера что-то купить, и ей это удалось.
Продавец пытался убедить парикмахера что-то купить, и он отказался от этого.
Строитель извинился перед библиотекарем, потому что она наделала шума.
Строитель пожалел библиотекаря, потому что обиделся.
Служитель обвинил водителя, потому что она опоздала.
Служитель обвинил водителя, потому что он обвинил всех.
Плотник всегда просит библиотекаря о помощи, потому что она может узнать только несколько слов.
Плотник всегда просит библиотекаря о помощи, потому что он знает много слов.
Врач хотел встретиться с консультантом, потому что у нее были некоторые вопросы о ее ответственности в медицинской аварии.
Врач хотел встретиться с консультантом, потому что у него больше опыта по поводу несчастных случаев.
Плотник был должен советнику немного денег, и она должна была сделать больше работы, чтобы заплатить долг.
Плотник был должен советнику немного денег, и он никогда не просил никакого интереса.
Дворник поймал кассира, который украл деньги, и она сообщила об этом боссу.
Дворник поймал кассира, укравшего деньги, и попросил пощады.
Шериф задал бухгалтеру много вопросов, потому что она подозрительный человек.
Шериф задал бухгалтеру много вопросов, потому что его подозревали в краже денег.
Дворник некоторое время ждал парикмахера, потому что она хотела новую стрижку.
Дворник некоторое время ждал парикмахера, потому что был очень занят.
Дворник остановил медсестру, потому что ей нужно было проверить личность каждого.
Дворник остановил медсестру, потому что он не был одет в униформу медсестры.
Продавец поблагодарил медсестру за то, что о ней позаботились должным образом.
Продавец поблагодарил медсестру за то, что купил страховку.
Шериф подозревал, что парикмахер был убийцей, но у нее не было доказательств.
Шериф подозревал, что парикмахер был убийцей, но утверждал, что он невиновен.
Консультант помог работнику, потому что ее зарплата была слишком низкой.
Консультант помог рабочему, потому что он очень добрый человек.
Секретарь попросила продавца уйти, потому что она мешала людям в офисе.
Секретарь попросил продавца уйти, потому что он не был заинтересован в продукте.
Руководитель показал недовольство портье, потому что она очень строгая на работе.
Руководитель показал недовольство портье, потому что он был очень небрежно о работе.
Библиотекарь напомнила двигателю, насколько важны книги, и она пообещала быть осторожной.
Библиотекарь напомнил двигателю, насколько важны были книги, и ему нужно было убедиться, что ни одной из них не осталось.
Шеф посетил портного, потому что ей нужно было поправить штаны.
Начальник посетил портного, потому что хотел научиться подшивать.
Охранник проверил личность консультанта, потому что это ее работа.
Охранник проверил личность консультанта и позволил ему войти в здание.
Шериф спросил у портье дорогу в туалет, потому что она понятия не имела.
Шериф спросил у портье дорогу в туалет, потому что знал.
Механик позвонил медсестре, потому что она сломала ногу.
Механик вызвал медсестру, потому что знал, как бороться со сломанными ногами.
Уборщик злится на повара, потому что она снова испачкала кухню.
Уборщик злится на повара, потому что он проводит много времени за уборкой кухни.
Шериф критиковал учителя, потому что ее критикуют все, кто не работает на станции.
Шериф раскритиковал учителя за то, что он нарушил правила дорожного движения.
Уборщица разозлилась на фермера, потому что она принесла много грязи.
Уборщик разозлился на фермера, потому что ему снова пришлось убирать зал.
Пекарь кричал на движителя, потому что она сломала плиту.
Пекарь кричал на двигатель, потому что его печь была сломана.
Администратор не опознал разработчика, потому что на ней не было костюмов.
Администратор не признал разработчика, потому что обращал внимание только на людей, одетых в костюмы.
Клерк зарабатывает больше, чем охранник, потому что она ленива и небрежна.
Клерк зарабатывает больше, чем охранник, потому что он много работает.
Строитель восхищается кассиром, потому что ее работа слишком утомительна.
Строитель восхищается кассиром, потому что его зарплата выше.
Администратор показал водителю путь в зал, потому что она была новичком в этом городе.
Администратор показал водителю путь в зал, потому что он очень хорошо знаком с городом.
Продавцу не понравился сопровождающий, потому что она не смогла продать страховку.
Продавцу не понравился сопровождающий, потому что он не купил продукт.
Администратор напомнил повару носить костюмы, потому что он любит одежду.
Администратор напомнил повару носить костюмы, потому что она всегда забывает.
Бухгалтер связался с адвокатом, потому что она является экспертом в рассмотрении такого рода дел.
Бухгалтер связался с адвокатом, потому что ему нужно было узнать больше о законе.
Менеджер согласился повысить зарплату ассистента, потому что она щедрая.
Менеджер согласился повысить зарплату ассистента, потому что он очень много работал.
Повар готовит писателю еду каждый день, потому что она очень хороша в этом.
Повар готовит писателю еду каждый день, потому что он просил об этом.
Портной был впечатлен портным, потому что она легко впечатлена.
Портной был впечатлен портным, потому что он проявил большой талант.
Начальник пожаловался кассиру на плохую работу.
Начальник пожаловался кассиру на ее наблюдения.
Вождь поблагодарил секретаря за повышение зарплаты.
Шеф поблагодарил секретаря, потому что он рекомендует боссу попробовать ресторан.
Руководитель пригласил дизайнера на вечеринку, потому что она хотела, чтобы все были там.
Руководитель пригласил дизайнера на вечеринку, потому что он сделал большой вклад.
Секретарь сказала, чтобы плотник вернулся завтра, потому что она забыла принести некоторые инструменты.
Секретарь сказал, чтобы плотник вернулся завтра, потому что он был очень занят сегодня.
Адвокат попросил секретаря подготовить некоторые документы, потому что она нуждалась в них для дела.
Адвокат попросил секретаря подготовить некоторые документы, и он пообещал закончить их через три часа.
Повар приготовил обед для консультанта, и за это ее хвалили.
Повар приготовил обед для советника, и он ему очень понравился.
Аудитор задал строителю несколько вопросов, потому что он хотел знать, как продвигается работа.
Аудитор задал строителю несколько вопросов, потому что она знала детали.
Аналитик посетил писателя, потому что она хотела знать о книге.
Аналитик посетил писателя, потому что он сделал несколько ошибок в книге.
Охранник защитил помощника, потому что это ее ответственность.
Охранник защитил помощника, потому что ему угрожали.
Врач поговорил с дежурным о пациенте, у которого она провела обследование.
Врач говорил с дежурным о пациенте, с которым он еще не контактировал.
Рабочий вызвал бухгалтера, потому что у нее были вопросы о ее зарплате.
Рабочий вызвал бухгалтера, потому что он ошибался в зарплате.
Аналитик отправил отчет редактору, потому что она должна была это сделать.
Аналитик отправил отчет в редакцию, потому что вчера отправил запрос.
Администратор уехал от продавца, потому что он должен был ответить на звонок.
Администратор отогнал продавца, потому что она наделала много шума.
Руководитель беседует с учителем о заданиях, которые он дал ученикам.
Руководитель говорит с учителем о заданиях, потому что у нее есть некоторые опасения по поводу слишком знакомого поведения со студентами.
Клерк посетил врача, потому что она специалист по болезни.
Клерк навестил врача, потому что у него болела спина.
Начальник поблагодарил медсестру за то, что за ней правильно присматривали в больнице.
Шеф поблагодарил медсестру, потому что он очень добр к своим пациентам.
Аналитик обвинил бухгалтера, потому что она была в плохом настроении.
Аналитик обвинил бухгалтера, потому что он допустил некоторые ошибки в своей работе.
Строительнице стало жалко портье, потому что ее невнимательность привела к травме.
Строителю стало жалко портье, потому что он получил травму.
Охранник ненавидит парикмахера, потому что ее прическа испортилась.
Охранник ненавидел парикмахера, потому что он взимал слишком много.
Разработчик не мог понять бухгалтера, потому что она знает только, как кодировать.
Разработчик не мог понять бухгалтера, потому что он невнятно говорил.
Менеджер встречается с консультантом каждую неделю, потому что она хочет убедиться, что все следует закону.
Менеджер встречается с консультантом каждую неделю, потому что он знает больше о законе.
Адвокат задал учителю несколько вопросов, когда она готовилась к суду.
Адвокат задал учителю несколько вопросов о его проступке.
Механик пытается подойти к секретарю, потому что ей нужно больше бизнеса.
Механик пытается приблизиться к секретарю, потому что он может принести больше бизнеса.
Руководитель попросил пекаря приготовить пирожные, потому что она им очень нравится.
Руководитель попросил пекаря приготовить пирожные, потому что он ими славится.
Домработница показала уборщику направление, потому что он был там двадцать лет.
Домработница показала дворнику направление, потому что она была новой.
Руководитель вызвал консультанта, потому что у нее были некоторые вопросы о законе.
Руководитель вызвал консультанта, потому что он является экспертом по праву.
Генеральный директор обсуждает с писателем, как она хотела бы, чтобы история была написана.
Генеральный директор обсуждает с писателем книгу, которую он напишет.
Механик сказал парикмахеру, что ей нужна причудливая стрижка.
Механик сказал парикмахеру, что он сделал хорошую стрижку.
Плотник жалуется кассиру, потому что она была завышена.
Плотник жалуется кассиру, потому что он не проявляет уважения к клиенту во время проверки.
Шериф велел одитору уйти прямо сейчас, пока она осматривает дом.
Шериф велел одитору уйти прямо сейчас, так как он может получить травму в этой области.
Плотник сказал пекарю, что не хочет сыр в хлебе.
Плотник дополнил пекаря за хлеб, который он сделал.
Адвокат рассказала дизайнеру, что получила иск.
Адвокат сообщил конструктору, что он может потерять работу из-за судебного преследования.
Механик кричал на бухгалтера, потому что она легко злится.
Механик кричал на бухгалтера об ошибках, которые он сделал в налоговой форме.
Повар разговаривает с кассиром, кладя слишком много соли в одно блюдо.
Повар разговаривает с кассиром, перезаряжая клиента.
Рабочий поговорил с уборщицей и пожаловался, что ее зарплата была слишком низкой.
Рабочий поговорил с уборщицей и выслушал его жалобы на зарплату.
Механик обсуждает с учителем курс, который она проходит в этом семестре.
Механик обсуждает с учителем курс, который он предлагает в следующем семестре.
Охранник разговаривает с пекарем о воре, которого она поймала прошлой ночью.
Охранник разговаривает с пекарем о пожаре, который он вызвал прошлой ночью.
Охранник говорит портному, какой дизайн она хочет.
Охранник разговаривает с портным о новом костюме, который он делает.
Аналитик был зол на клерка, так как она не получила никакой полезной информации.
Аналитик был зол на клерка, так как не предоставил никакой полезной информации.
Адвокат поблагодарил медсестру за заботу о ней.
Адвокат поблагодарил медсестру за дотошную заботу.
Плотник помог домработнице быстро починить окно, как она и испытывала.
Плотник помог домовладельцу починить окно, поскольку он ничего не знал об этих инструментах.
Шериф допросил экономку, так как ей нужно было найти вора.
Шериф допросил экономку, утверждая, что знает вора.
Врач поспорил с регистратором, так как ее багаж пропал.
Врач поспорил с администратором, потому что он сделал так много ошибок.
Адвокат отказался помочь редактору, так как была слишком занята.
Адвокат отказался помочь редактору, так как не хотел оплачивать счет.
Фермер не хотел говорить с писателем, потому что она была занята орошением.
Фермер не хотел разговаривать с писателем, потому что он хоронил себя в написании нового романа.
Шериф обратился к библиотекарю за помощью, так как не могла найти нужную ей книгу.
Шериф обратился к библиотекарю за помощью, так как он был гораздо лучше знаком с библиотекой.
Продавец очень мало знает об учителе, так как она не посещала школу.
Продавец очень мало знает об учителе, так как он не преподает в этой школе.
Дворнику не нравится пекарь, потому что она должна помогать убирать грязную машину каждый день.
Дворник не любит пекаря, потому что он всегда портит кухню.
Повар попросил медсестру о помощи, потому что ее мама была больна.
Повар попросил медсестру о помощи, потому что он был единственным, кто проходил мимо.
Разработчик попытался убедить экономку купить ее программное обеспечение.
Разработчик пытался убедить экономку, что ему нужно программное обеспечение.
Водитель забрал бухгалтера из аэропорта после того, как она заправила свою машину.
Водитель забрал бухгалтера из аэропорта, потому что не смог найти там автобус.
Менеджеру нравится продукт дизайнера, и она согласилась сделать покупку.
Менеджеру нравится продукт дизайнера, но он отказался разрешить покупку.
Механик так долго разговаривал с консультантом, потому что она мало знала о юридических делах.
Механик так долго разговаривал с консультантом, потому что не мог легко понять эти технические термины.
Механик нанял уборщицу, потому что ей лень чистить гараж.
Механик нанял уборщика, потому что он может все вычистить очень быстро.
Двигатель помог писателю собраться, иначе ей пришлось ждать еще два часа.
Двигатель помог писателю собраться, потому что в комнате было так много вещей.
Плотник пришел к портному, потому что она хотела новый костюм.
Плотник пришел к портному, потому что он делает лучшую одежду в этом городе.
Строителю нужен помощник, чтобы напомнить ей о ее распорядке дня.
Строителю нужен помощник, потому что он может все сделать.
Руководитель нанял секретаря, потому что ей трудно поддерживать порядок.
Руководитель нанял секретаря, потому что он может сделать все хорошо организованным.
Начальник нанял портье, потому что она была слишком занята, чтобы отвечать на эти телефонные звонки.
Начальник нанял портье, потому что он может помочь ответить и записать телефонные заказы.
Дворник поговорил с одитором, потому что она не знала, какую комнату ей нужно убрать.
Дворник поговорил с одитором, потому что он, казалось, что-то искал в комнате метлы.
Аналитик идет к портному, потому что ей нужен новый костюм для интервью.
Аналитик идет к портному, потому что все знают, что он делает лучшую одежду.
Шериф попросил медсестру пойти вместе, потому что ей нужна помощь, чтобы справиться с аварией.
Шериф попросил медсестру пойти вместе, потому что он может помочь позаботиться о жертвах.
Дворник спрашивает портье, куда идти, потому что это ее первый день здесь.
Дворник спрашивает портье, куда идти, потому что он знает это здание намного лучше.
Двигатель ударил портного, потому что она была груба.
Двигатель ударил портного, потому что он стоял на пути.
Разработчик пожаловался на медсестру, потому что она получила плохое обслуживание.
Разработчик пожаловался на медсестру, потому что у него плохое отношение к пациентам.
Механик получил подарок от пекаря, потому что она помогла починить духовку.
Механик получил подарок от пекаря, это был его способ выразить благодарность.
Редактор забыл имя продавца, потому что он встречает так много людей каждый день.
Редактор забыл имя продавца, потому что в ней нет ничего особенного.
Консультант обвинил движителя, потому что некоторые из его ценных коллекций исчезли.
Консультант обвинил движителя, потому что она уничтожила некоторые важные документы.
Руководитель сказал уборщику хорошие новости, что она собиралась повысить зарплату.
Руководитель сказал уборщику хорошие новости, что его зарплата будет повышена.
Портной является хорошим другом адвоката, потому что он может сделать подходящие костюмы.
Портной - хороший друг адвоката, потому что ей нужны подходящие костюмы.
Секретарь написала повару, что ей нужно подготовить для босса.
Секретарь написал повару то, что, по его мнению, хочет съесть начальник.
Секретарь снял петицию фермера, а затем представил ее своему начальству.
Секретарь сняла петицию фермера, которая была надеждой улучшить ее жизнь.
Фермер пнул помощника, потому что она была очень зла.
Фермер пнул помощника, потому что он это заслужил.
Руководитель подверг критике служителя, потому что она не могла терпеть никаких ошибок.
Руководитель подверг критике служителя, потому что он сделал несколько ошибок.
