text
Der CEO hat den Redakteur eingestellt, weil er der Beste in der Region ist.
Die Hausmeisterin hat das Büro des Beraters gereinigt, weil es ihre Aufgabe ist.
Der Hausmeister räumte das Büro des Beraters ab, weil er darum gebeten hatte.
Der Arbeiter sagte dem Bäcker, dass sie morgen einen Kuchen brauche.
Der Arbeiter sagte dem Bäcker, dass er keine Eier im Kuchen verwenden sollte.
Der Mover sagte der Lehrerin, dass sie Platz für das Sofa schaffen muss.
Der Urheber sagte dem Lehrer, dass er mit den Kindern mehr Geduld haben müsse.
Die Aufsichtsperson war besorgt über einen Besuch des Wirtschaftsprüfers, weil sie die Kosten aus den Augen verloren hatte.
Der Vorgesetzte war besorgt über einen Besuch des Auditors, da er eine sehr strenge Person ist.
Die Entwicklerin hat sich an den Herausgeber gewandt, weil sie Hilfe beim Bearbeiten eines Artikels wollte.
Der Entwickler hat sich an den Herausgeber gewandt, weil er weitere Klarstellungen zur Bearbeitung des Buches benötigte.
Die Wache bat die Bibliothekarin, zu gehen, weil es zu spät war und sie bald gehen würde.
Die Wache bat den Bibliothekar, zu gehen, weil es spät war und er wirklich müde aussah.
Die Bauarbeiterin hat den Reiniger eingestellt, damit sie sich nur auf die Bauarbeiten konzentrieren kann.
Der Bauarbeiter hat den Reiniger eingestellt, damit er sich auf die Reinigungsarbeiten konzentrieren kann.
Der Fahrer gab der Sekretärin eine freie Fahrt, weil sie einen Gefallen zurückzahlen wollte.
Der Fahrer gab der Sekretärin eine kostenlose Fahrt, weil er ein alter Freund war.
Der Vorgesetzte bat die Assistentin, ihren Zeitplan für morgen zu besprechen.
Der Vorgesetzte bat den Assistenten um Zustimmung.
Der Fahrer würde den Auditor nicht aus Angst vor dem Auditor übergeben.
Der Fahrer gab die Unterlagen nicht an den Auditor weiter, da er kein Genehmigungsformular vorgelegt hatte.
Der Chef forderte eine Entschuldigung vom Lehrer, weil sie sich beleidigt fühlte.
Der Chef forderte eine Entschuldigung vom Lehrer, weil er ein Kind verprügelt hatte.
Der Arzt schrieb einen Brief an die Schriftstellerin, weil sie ein Fan des Buchs der Schriftstellerin war.
Der Arzt schrieb einen Brief an den Schriftsteller, weil er eine berühmte Person war.
Der Sheriff sprach mit dem Büroangestellten, weil sie Hilfe beim Papierkram brauchte.
Der Sheriff sprach mit dem Büroangestellten, weil er mit Papierkram helfen konnte.
Der Mechaniker stellte den Schneider an, weil sein alter Schneider die Stadt verlassen hatte.
Der Mechaniker stellte den Schneider an, weil er die Arbeit erledigen konnte.
Die Entwicklerin benötigte eine Rückmeldung vom Kassierer, da sie ein Bankensystem entwickelte.
Der Entwickler benötigte ein Feedback des Kassierers, da er ein Benutzer des Systems sein würde.
Die Ärztin hat sich an den Herausgeber gewandt, weil sie an einer medizinischen Zeitschrift interessiert war.
Der Arzt wandte sich an den Herausgeber, weil er bei der Veröffentlichung in einer medizinischen Zeitschrift helfen konnte.
Der Bauer besuchte den Angestellten, um sich nach einer Lizenz zu erkundigen.
Der Bauer besuchte den Angestellten, um eine landwirtschaftliche Lizenz zu genehmigen.
Der Mechaniker fragte nach dem Begleiter, weil sie einige Werkzeuge bestellen musste.
Der Mechaniker fragte nach dem Begleiter, weil er der einzige war, der helfen konnte.
Der Mover rügte den Auditor, weil er wusste, dass alles in Ordnung war.
Der Mover rügte den Auditor, weil er offensichtlich einen Fehler gemacht hatte.
Der Chef stellte den Designer an, weil sie ein neues Logo brauchte.
Der Chef stellte den Designer an, weil er ein neues Logo entwerfen konnte.
Der Arzt stellte die Sekretärin ein, weil sie mit Kunden überfordert war.
Der Arzt stellte die Sekretärin ein, weil er sehr empfohlen wurde.
Der Farmer beschwerte sich beim Kassierer, weil sie sich nicht respektierte.
Der Bauer beklagte sich beim Kassierer, weil er die Menschen respektlos behandelte.
Die Verkäuferin kontaktierte den Schneider, weil sie einen Anzug anbringen wollte.
Der Verkäufer hat sich mit dem Schneider in Verbindung gesetzt, weil er versprochen hatte, einen Anzug zu reparieren.
Der Chef gab der Bibliothekarin ein Buch zurück, aber sie hatte das Buch beschädigt.
Der Chef gab dem Bibliothekar ein Buch zurück, beklagte sich jedoch über Verspätung.
Der Hausmeister verurteilte die Buchhalterin, weil sie wegen eines Buchführungsfehlers eine Gebühr entrichten musste.
Der Hausmeister rügte den Buchhalter, weil er einen Fehler bei der Einreichung von Papierkram gemacht hatte.
Der Hausmeister rügte den Buchhalter, weil er einen Fehler bei der Einreichung von Papierkram gemacht hatte.
Der Hausmeister verurteilte die Buchhalterin, weil sie weniger Zulage erhielt.
Der Chef stellte die Assistentin ein, weil sie Hilfe bei der Papierarbeit brauchte.
Der Chef stellte den Assistenten an, weil er in der Schule hervorragende Noten hatte.
Der Schreiner traf sich mit der Lehrerin, damit sie die Schränke im Klassenzimmer reparieren konnte.
Der Schreiner traf sich mit dem Lehrer, damit er wissenschaftliche Fragen stellen konnte.
Die Anwältin stellte die Assistentin ein, weil sie in vielen anhängigen Fällen Hilfe brauchte.
Der Anwalt stellte den Assistenten ein, weil er arbeitslos war.
Die Arbeiterin wurde an den Designer verwiesen, weil sie ein Haus umgestalten wollte.
Der Arbeiter wurde an den Designer verwiesen, weil er der Beste war.
Die Köchin freundete sich mit dem Angestellten an, weil sie für eine der Büropartys gekocht hatte.
Der Koch schloss eine Freundschaft mit dem Angestellten, weil er das Restaurant positiv einschätzte.
Der Analytiker ging zum Kassierer, weil sie eine Einzahlung tätigen musste.
Der Analyst ging zum Kassierer, weil er helfen konnte, einen Scheck zu hinterlegen.
Die Wache war ein großer Fan des Schriftstellers, weil sie romantische Romane liebte.
Der Wächter war ein großer Fan des Schriftstellers, weil er am besten romantische Romane schrieb.
Die Anwältin respektierte die Haushälterin, weil sie wusste, wie schwierig diese Arbeit war.
Der Anwalt respektierte die Haushälterin, weil er eine fleißige Person war.
Die Köchin musste den Steuerberater einstellen, damit sie sich keine Sorgen um die Finanzen machen muss.
Der Koch musste den Steuerberater einstellen, damit er in finanziellen Angelegenheiten helfen kann.
Die Geschäftsführerin mochte den Friseur, weil sie die angebotenen Frisuren mochte.
Der CEO mochte den Friseur, weil er bereit war, Termine außerhalb der Öffnungszeiten zu vereinbaren.
Der Schreiner mietete den Putzer, weil ihr Haus ein Durcheinander war.
Der Schreiner mietete den Reiniger, weil er positiv empfohlen wurde.
Die Anwältin sprach mit dem Berater, weil sie zusätzliche Beweise für den Fall sammeln musste.
Der Anwalt sprach mit dem Berater, weil er wichtige Informationen zur Lösung des Falls hatte.
Die Entwicklerin hatte ein Treffen mit der Lehrerin, damit sie eine neue Software für die Teilnahme am Unterricht entwickeln konnte.
Der Entwickler hatte ein Treffen mit dem Lehrer, so dass er eine Rückmeldung zu einer neuen Software für die Teilnahme am Unterricht geben konnte.
Die Managerin beförderte die Haushälterin, weil sie das Engagement schätzte.
Der Manager beförderte die Haushälterin, weil er ein effizienter Mitarbeiter war.
Der Mover ging zum Haus der Redakteurin, weil sie dazu aufgefordert wurde.
Der Mover ging zum Haus des Redakteurs, weil er einen Mover brauchte.
Die Anwältin hinterließ die Dokumente beim Angestellten, aber sie vergaß eine Quittung.
Der Anwalt hinterließ die Dokumente beim Angestellten, aber er verlor sie.
Der Bauer kennt den Herausgeber, weil er das Buch mag.
Der Bauer kennt den Redakteur, weil er wirklich berühmt ist.
Der Analytiker stieß ungeschickt auf den Angestellten, der ihre Bestellung durcheinander gebracht hatte.
Der Analytiker stieß unbeholfen den Angestellten an, der seine Stimme bei den Kunden immer wieder hob.
Der Bauer verlangte vom Bäcker mehr Brot, weil sie Hunger hatte.
Der Bauer verlangte vom Bäcker mehr Brot, weil er die Preise zu Unrecht anhob.
Die Wache bat den Kassierer, vorsichtiger zu sein, da sie eine gefährliche Person sah.
Der Wachmann bat den Kassierer, vorsichtiger zu sein, da er oft nachlässig war.
Der Umzug bot an, der Empfangsdame zu helfen, weil sie ihre Stärke unter Beweis stellen musste.
Der Mover bot an, der Rezeptionistin zu helfen, weil er seinen Schreibtisch verschieben musste.
Die Wache sprach nie mit dem Steuerberater, weil sie niemals das Innere des Gebäudes patrouillierte.
Der Wachmann hat nie mit dem Buchhalter gesprochen, weil er ständig am Computer beschäftigt war.
Die Analytikerin liebte es, vom Friseur einen Haarschnitt zu bekommen, weil sie auf einem bequemen Stuhl sitzen konnte.
Der Analytiker liebte es, vom Friseur einen Haarschnitt zu bekommen, weil er Snacks anbot.
Die Köchin sprach mit dem Redakteur, weil sie Rezepte veröffentlichen wollte.
Der Koch sprach mit dem Redakteur, weil er einmal das Restaurant besuchte.
Die Bauarbeiterin hat dem Sachbearbeiter Formulare übergeben, damit sie ein neues Entwicklungsprojekt beginnen kann.
Der Bauarbeiter hat dem Sachbearbeiter Formulare übergeben, damit er einen Antrag bearbeitet.
Die Bauarbeiterin stimmte mit dem Designer überein, so dass sie den Entwurf gut verstehen konnte.
Der Bauarbeiter stimmte mit dem Designer ab, damit er das Design besser erklären kann.
Der Fahrer nahm den Redakteur mit, weil sie die Stadt zeigen wollte.
Der Fahrer nahm den Redakteur mit, weil er die Stadt sehen wollte.
Der CEO war besorgt über einen Besuch des Wirtschaftsprüfers, da sie nicht rechtzeitig Papiere einreichen konnte.
Der CEO war besorgt über einen Besuch des Wirtschaftsprüfers, weil er bekanntermaßen streng war.
Der Fahrer ging zur Kasse, weil sie eine Einzahlung tätigen musste.
Der Fahrer ging zum Kassierer, weil er scheinbar eine Fahrt brauchte.
Die Verkäuferin traf sich mit dem Berater, weil sie verzweifelt war.
Der Verkäufer traf sich mit dem Berater, weil er Waren kaufen wollte.
Die Köchin sprach mit dem Schneider, weil ihre Schürze repariert werden musste.
Der Koch sprach mit dem Schneider, weil er mit einem Rezept Rat wollte.
Der Fahrer bot der Lehrerin eine Fahrt an, aber sie hatte unterwegs einen Unfall.
Der Fahrer bot dem Lehrer eine Mitfahrgelegenheit an, lehnte jedoch das Angebot ab.
Die Anwältin vertrat den Schriftsteller, weil sie ein großer Fan war.
Der Anwalt vertrat den Schriftsteller, weil er sich in ernsthaften rechtlichen Schwierigkeiten befand.
Die Chefin war mit dem Redakteur freundlich, so dass sie gute Werbung erhält.
Der Manager war mit dem Redakteur freundlich, so dass er schließlich positiv über das Unternehmen schreiben kann.
Der CEO ging zum Schneider, weil sie einen neuen Anzug brauchte.
Der CEO ging zum Schneider, weil er gut im Anzug war.
Der Mechaniker kam bei der Bibliothekarin vorbei, weil sie sich nach einem Buch erkundigen musste.
Der Mechaniker kam bei dem Bibliothekar vorbei, weil sein Auto mitten auf der Straße abgestellt hatte.
Der Arzt ermahnte den Reiniger, weil sie im Büro Schmutz gefunden hatte.
Der Arzt ermahnte den Reiniger, weil er während der Arbeit keine Schutzkleidung trug.
Der Fahrer fuhr mit dem Putzer, damit er pünktlich zur Arbeit erscheinen konnte.
Der Fahrer fuhr mit dem Putzer, damit er sich schulden konnte.
Der Schreiner musste die Assistentin einstellen, weil sie viele neue Kunden hatte.
Der Schreiner musste den Assistenten anstellen, weil er ein Freund eines Freundes war.
Der Sheriff sagte der Reinigungskraft, dass sie das Gebäude durchsuchen müsste.
Der Sheriff sagte dem Reinigungspersonal, dass er aufgefordert wurde, einige Fragen zu beantworten.
Der Vorgesetzte hat die Haushälterin mitgenommen, weil sie ein Auto hat.
Der Vorgesetzte hat die Haushälterin mitgenommen, weil er weit weg wohnt.
Der Manager sagte der Rezeptionistin, dass sie Hilfe bei der Zeremonie brauchte.
Der Manager sagte der Rezeptionistin, er müsse sich immer formell für die Arbeit anziehen.
Der Mechaniker half dem Autor, den Motor zu reparieren, und dafür bekam sie einige Bücher.
Der Mechaniker half dem Autor, den Motor zu reparieren, und er bot einige Bücher an, die ihm Dank zeigten.
Der Verkäufer fragte die Haushälterin, ob sie sich mit dem Hausbesitzer treffen könne.
Der Verkäufer fragte die Haushälterin, ob er helfen könne, ein Treffen mit dem Hausbesitzer zu vereinbaren.
Der Hausmeister schickt der Redaktion jeden Tag sortierte Zeitungen, weil sie mehr bezahlt bekommen kann.
Der Hausmeister schickt dem Redakteur jeden Tag sortierte Zeitungen, weil er dies zuvor verlangt hatte.
Der Anwalt half der Reinigungskraft, den Fall ohne Bezahlung zu gewinnen, weil sie ein sehr großzügiger Mann ist.
Der Anwalt half dem Cleaner, den Fall ohne Bezahlung zu gewinnen, weil er zu arm ist, um sich das leisten zu können.
Der Verkäufer versuchte den Friseur zu überzeugen, etwas zu kaufen, und es gelang ihr.
Der Verkäufer versuchte den Friseur zu überzeugen, etwas zu kaufen und lehnte dies ab.
Der Bauarbeiter entschuldigte sich bei der Bibliothekarin, weil sie etwas Lärm machte.
Der Bauarbeiter entschuldigte sich bei der Bibliothekarin, weil er beleidigt war.
Der Angestellte beschuldigte den Fahrer, weil sie zu spät kam.
Der Angestellte beschuldigte den Fahrer, weil er alle beschuldigt hatte.
Der Schreiner bittet den Bibliothekar immer um Hilfe, da er nur wenige Wörter erkennt.
Der Schreiner bittet den Bibliothekar immer um Hilfe, da er viele Wörter kennt.
Die Ärztin wollte die Beraterin treffen, weil sie einige Fragen zu ihrer Verantwortung beim medizinischen Unfall hatte.
Der Arzt wollte den Berater treffen, weil er mehr Erfahrung mit medizinischen Unfällen hat.
Der Schreiner schuldete dem Berater etwas Geld und sie musste mehr arbeiten, um die Schulden zu bezahlen.
Der Schreiner schuldete dem Berater etwas Geld und er bat nie um Zinsen.
Der Hausmeister erwischte den Kassierer, als er das Geld stahl, und sie meldete es dem Chef.
Der Hausmeister erwischte den Kassierer, als er das Geld stahl, und bat um Gnade.
Der Sheriff stellte dem Buchhalter viele Fragen, weil sie ein verdächtiger Mann ist.
Der Sheriff stellte dem Buchhalter viele Fragen, weil er verdächtigt wurde, das Geld gestohlen zu haben.
Der Hausmeister wartete eine Weile auf den Friseur, weil sie einen neuen Haarschnitt haben wollte.
Der Hausmeister wartete eine Weile auf den Friseur, weil er sehr beschäftigt war.
Der Hausmeister hielt die Krankenschwester an, weil sie die Identität aller überprüfen musste.
Der Hausmeister hielt die Krankenschwester an, weil er keine Krankenschwesteruniform trug.
Die Verkäuferin bedankte sich bei der Schwester, weil sie sich richtig um sie gekümmert hatte.
Der Verkäufer dankte der Schwester, weil er die Versicherung gekauft hatte.
Der Sheriff vermutete, dass der Friseur der Mörder war, aber sie hatte keinen Beweis.
Der Sheriff vermutete, dass der Friseur der Mörder war, behauptete jedoch, unschuldig zu sein.
Die Beraterin half der Arbeiterin, weil ihr Gehalt zu niedrig war.
Der Berater hat dem Arbeiter geholfen, weil er eine sehr freundliche Person ist.
Die Sekretärin bat den Verkäufer, zu gehen, weil sie die Leute im Büro störte.
Die Sekretärin bat den Verkäufer, zu gehen, weil er sich nicht für das Produkt interessiere.
Die Aufsichtsperson zeigte sich mit der Rezeptionistin unzufrieden, weil sie sehr streng arbeitet.
Der Vorgesetzte zeigte sich mit der Rezeptionistin unzufrieden, weil er bei der Arbeit sehr sorglos war.
Die Bibliothekarin erinnerte den Urheber daran, wie wichtig die Bücher waren, und sie versprach, vorsichtig zu sein.
Der Bibliothekar erinnerte den Urheber daran, wie wichtig die Bücher waren, und er musste sicherstellen, dass keine übrig waren.
Der Chef besuchte den Schneider, weil sie die Hose anpassen musste.
Der Chef besuchte den Schneider, weil er das Schneiden lernen wollte.
Die Wache überprüfte die Identität des Beraters, weil es ihre Arbeit ist.
Die Wache überprüfte die Identität des Beraters und ließ ihn das Gebäude betreten.
Der Sheriff fragte die Rezeptionistin nach dem Weg zur Toilette, weil sie keine Ahnung hatte.
Der Sheriff fragte die Empfangsdame, weil er es wusste.
Der Mechaniker rief die Schwester an, weil sie sich das Bein gebrochen hatte.
Der Mechaniker rief die Krankenschwester an, weil er mit gebrochenen Beinen umgehen konnte.
Die Putzfrau ist sauer auf die Köchin, weil sie die Küche wieder schmutzig gemacht hat.
Der Reiniger ist sauer auf den Koch, weil er viel Zeit damit verbringt, die Küche zu reinigen.
Der Sheriff hat die Lehrerin kritisiert, weil sie alle, die nicht am Bahnhof arbeiten, kritisiert bekommt.
Der Sheriff kritisierte den Lehrer, weil er die Verkehrsregeln verletzt hatte.
Die Putzfrau wurde sauer auf den Bauern, weil sie viel Schmutz mitgebracht hatte.
Der Putzer wurde sauer auf den Bauern, weil er den Flur erneut reinigen musste.
Der Bäcker schrie den Wagen an, weil sie den Ofen kaputt gemacht hatte.
Der Bäcker schrie den Wagen an, weil sein Ofen kaputt war.
Die Entwicklerin wurde von der Rezeption nicht erkannt, weil sie keine Anzüge trug.
Der Entwickler wurde von der Rezeption nicht anerkannt, weil er nur den Leuten, die Anzüge trugen, Aufmerksamkeit schenkte.
Der Angestellte verdient mehr als die Wache, weil sie faul und nachlässig ist.
Der Angestellte verdient mehr als der Wächter, weil er hart arbeitet.
Die Bauarbeiterin bewundert die Kassiererin sehr, weil ihre Arbeit zu anstrengend ist.
Der Bauarbeiter bewundert den Kassierer sehr, weil sein Gehalt höher ist.
Die Rezeptionistin zeigte dem Fahrer den Weg zur Halle, weil sie neu in dieser Stadt war.
Die Empfangsdame zeigte dem Fahrer den Weg zur Halle, weil er mit der Stadt sehr vertraut ist.
Die Verkäuferin mochte die Begleitperson nicht, weil sie die Versicherung nicht verkaufte.
Der Verkäufer mochte den Verkäufer nicht, weil er das Produkt nicht kaufte.
Die Empfangsdame erinnerte den Koch daran, Anzüge zu tragen, weil er Kleidung liebt.
Die Empfangsdame erinnerte die Köchin daran, Anzüge zu tragen, weil sie immer vergaß.
Die Buchhalterin hat sich an den Anwalt gewandt, weil sie eine Expertin für die Behandlung solcher Fälle ist.
Der Buchhalter hat sich an den Anwalt gewandt, weil er mehr Informationen über das Gesetz wissen musste.
Der Manager war damit einverstanden, das Gehalt der Assistentin zu erhöhen, weil sie großzügig ist.
Der Manager war damit einverstanden, das Gehalt des Assistenten zu erhöhen, weil er sehr hart gearbeitet hat.
Die Köchin bereitet dem Schriftsteller jeden Tag etwas zu essen, weil sie das sehr gut kann.
Der Koch bereitet jeden Tag etwas für den Schriftsteller zu, weil er das verlangt hat.
Die Supervisorin war vom Schneider beeindruckt, weil sie leicht beeindruckt ist.
Der Vorgesetzte war vom Schneider beeindruckt, weil er großes Talent zeigte.
Der Chief beklagte sich beim Kassierer über seine schlechte Leistung.
Der Chief beklagte sich beim Kassierer über ihre Beobachtungen.
Der Chef dankte der Sekretärin, weil ihr Gehalt angehoben wurde.
Der Chef dankte der Sekretärin, weil er dem Chef empfahl, das Restaurant zu probieren.
Die Supervisorin lud den Designer zur Party ein, weil sie wollte, dass alle dabei waren.
Der Vorgesetzte lud den Designer zur Party ein, weil er große Beiträge leistete.
Die Sekretärin sagte dem Tischler, er solle morgen wiederkommen, weil sie vergessen hatte, Werkzeuge mitzubringen.
Die Sekretärin sagte dem Schreiner, er solle morgen wiederkommen, weil er heute sehr beschäftigt war.
Die Anwältin bat die Sekretärin, einige Dokumente vorzubereiten, weil sie sie für den Fall brauchte.
Der Anwalt bat die Sekretärin, einige Dokumente vorzubereiten, und er versprach, sie in drei Stunden fertigzustellen.
Die Köchin bereitete das Abendessen für den Berater vor und sie wurde dafür gelobt.
Der Koch bereitete das Abendessen für den Berater vor und es gefiel ihm sehr.
Der Auditor stellte dem Bauarbeiter einige Fragen, weil er den Fortschritt wissen wollte.
Der Auditor stellte dem Bauarbeiter einige Fragen, da sie die Details kannte.
Die Analytikerin besuchte den Autor, weil sie etwas über das Buch wissen wollte.
Der Analytiker besuchte den Autor, weil er einige Fehler im Buch gemacht hatte.
Die Wache beschützte die Assistentin, weil es in ihrer Verantwortung liegt.
Die Wache beschützte den Assistenten, weil er bedroht wurde.
Der Arzt sprach mit dem Betreuer über einen Patienten, bei dem sie eine Untersuchung durchführte.
Der Arzt sprach mit dem Betreuer über einen Patienten, mit dem er noch keinen Kontakt hatte.
Die Arbeiterin rief den Steuerberater an, weil sie Fragen zu ihrem Gehalt hatte.
Der Arbeiter rief den Steuerberater an, weil er bezüglich des Gehalts Fehler gemacht hatte.
Die Analytikerin schickte einen Bericht an die Redaktion, weil sie dazu aufgefordert wurde.
Der Analyst hat einen Bericht an den Redakteur geschickt, weil er gestern eine Anfrage eingereicht hat.
Die Rezeptionistin fuhr vom Verkäufer weg, weil er den Anruf entgegennehmen musste.
Die Rezeptionistin vertrieb die Verkäuferin, weil sie viel Lärm machte.
Der Supervisor spricht mit dem Lehrer über die Aufgaben, die er den Schülern erteilt hat.
Die Supervisorin spricht mit der Lehrerin über die Aufgaben, da sie einige Bedenken wegen übermäßigem Verhalten der Schüler hat.
Die Angestellte besuchte den Arzt, weil sie eine Expertin für diese Krankheit ist.
Der Angestellte besuchte den Arzt, weil ihm der Rücken weh tat.
Der Chef bedankte sich bei der Schwester, weil sie im Krankenhaus richtig betreut wurde.
Der Chef dankte der Schwester, weil er sehr nett zu seinen Patienten ist.
Der Analytiker gab dem Buchhalter die Schuld, weil sie schlechte Laune hatte.
Der Analytiker gab dem Buchhalter die Schuld, weil er einige Fehler in seiner Arbeit gemacht hatte.
Die Bauarbeiterin tat der Rezeptionistin leid, weil ihre Unachtsamkeit zu der Verletzung führte.
Der Bauarbeiter tat der Rezeptionistin leid, weil er sich verletzt hatte.
Die Wache hasst den Friseur, weil ihr Haarschnitt ruiniert wurde.
Die Wache hasste den Friseur, weil er zu viel angegriffen hatte.
Der Entwickler konnte den Steuerberater nicht verstehen, weil er nur das Codieren weiß.
Der Entwickler konnte den Steuerberater nicht verstehen, weil er seine Rede verwischt hatte.
Die Managerin trifft sich jede Woche mit dem Berater, weil sie sicherstellen will, dass alles dem Gesetz folgt.
Der Manager trifft sich wöchentlich mit dem Berater, weil er mehr über das Gesetz weiß.
Der Anwalt stellte dem Lehrer einige Fragen, als sie sich auf die Verhandlung vorbereitete.
Der Anwalt stellte dem Lehrer einige Fragen zu seinem Fehlverhalten.
Der Mechaniker versucht, sich an die Sekretärin zu wenden, weil sie mehr Geschäfte braucht.
Der Mechaniker versucht, sich an die Sekretärin zu wenden, weil er mehr Geschäft bringen kann.
Der Vorgesetzte bat den Bäcker, Kuchen zuzubereiten, weil sie diese sehr schätze.
Der Vorgesetzte bat den Bäcker, Kuchen zuzubereiten, weil er für sie berühmt ist.
Die Haushälterin zeigte dem Hausmeister die Richtung, weil er seit zwanzig Jahren dort ist.
Die Haushälterin zeigte dem Hausmeister die Richtung, weil sie neu war.
Die Betreuerin rief den Berater an, weil sie einige Fragen zum Gesetz hatte.
Der Vorgesetzte rief den Berater an, weil er ein Experte für Recht ist.
Der CEO diskutiert mit dem Autor darüber, wie er die Geschichte schreiben möchte.
Der CEO diskutiert mit dem Autor über das Buch, das er schreiben wird.
Der Mechaniker sagte dem Friseur, dass sie einen ausgefallenen Haarschnitt braucht.
Der Mechaniker sagte dem Friseur, er habe einen schönen Haarschnitt gemacht.
Der Schreiner beschwert sich beim Kassierer, weil sie überfordert wurde.
Der Schreiner beschwert sich beim Kassierer, weil er dem Kunden während der Kasse keinen Respekt entgegenbringt.
Der Sheriff sagte dem Auditor, er solle jetzt gehen, während sie das Haus untersucht.
Der Sheriff sagte dem Auditor, er solle jetzt gehen, da er sich in diesem Bereich verletzen könnte.
Der Schreiner sagte dem Bäcker, dass sie keinen Käse im Brot haben möchte.
Der Schreiner ergänzte den Bäcker für sein Brot.
Der Anwalt sagte dem Designer, dass sie eine Klage erhalten habe.
Der Anwalt sagte dem Designer, dass er durch die Anklage möglicherweise seinen Job verlieren könnte.
Der Mechaniker schrie den Steuerberater an, weil sie leicht wütend wurde.
Der Mechaniker schrie den Steuerberater wegen der Fehler an, die er im Steuerformular gemacht hatte.
Die Köchin spricht mit der Kassiererin, als sie zu viel Salz in ein Gericht gibt.
Der Koch spricht mit dem Kassierer, während er einen Kunden zu viel berechnet.
Die Arbeiterin sprach mit der Reinigungskraft und beschwerte sich, dass ihr Gehalt zu niedrig sei.
Der Arbeiter sprach mit dem Putzer und hörte sich seine Beschwerden über das Gehalt an.
Die Mechanikerin bespricht mit dem Lehrer den Kurs, den sie dieses Semester belegt.
Der Mechaniker diskutiert mit dem Lehrer über den Kurs, den er im nächsten Semester anbietet.
Die Wache spricht mit dem Bäcker über den Dieb, den sie letzte Nacht erwischt hat.
Der Wachmann spricht mit dem Bäcker über das Feuer, das er letzte Nacht verursacht hat.
Die Wache sagt dem Schneider, welches Design sie will.
Der Wachmann spricht mit dem Schneider über den neuen Anzug, den er anfertigt.
Die Analytikerin war wütend auf die Angestellte, da sie keine nützlichen Informationen erhielt.
Der Analytiker war wütend auf den Angestellten, da er keine nützlichen Informationen lieferte.
Der Anwalt dankte der Krankenschwester für die gute Betreuung.
Der Anwalt dankte der Krankenschwester für seine akribische Sorge.
Der Schreiner half der Haushälterin, das Fenster schnell zu reparieren, als sie erfahren wurde.
Der Schreiner half der Haushälterin, das Fenster zu reparieren, da er nichts von diesen Werkzeugen wusste.
Der Sheriff befragte die Haushälterin, als sie den Dieb herausfinden musste.
Der Sheriff befragte die Haushälterin, als er behauptete, den Dieb zu kennen.
Der Arzt stritt sich mit der Rezeptionistin, als ihr Gepäck fehlte.
Der Arzt argumentierte mit der Rezeptionistin, als er so viele Fehler machte.
Der Anwalt weigerte sich, dem Redakteur zu helfen, da sie zu beschäftigt war.
Der Anwalt weigerte sich, dem Herausgeber zu helfen, da er die Rechnung nicht bezahlen wollte.
Der Bauer wollte nicht mit dem Schriftsteller sprechen, weil sie mit der Bewässerung beschäftigt war.
Der Landwirt wollte nicht mit dem Schriftsteller sprechen, weil er sich selbst darin niederließ, einen neuen Roman zu schreiben.
Der Sheriff bat den Bibliothekar um Hilfe, da er das Buch nicht finden konnte, das sie brauchte.
Der Sheriff bat den Bibliothekar um Hilfe, da er die Bibliothek viel besser kannte.
Die Verkäuferin weiß sehr wenig über die Lehrerin, da sie die Schule nicht besucht hat.
Der Verkäufer weiß sehr wenig über den Lehrer, da er an dieser Schule nicht unterrichtet.
Der Hausmeister mag den Bäcker nicht, weil er jeden Tag bei der Reinigung der unordentlichen Maschine helfen muss.
Der Hausmeister mag den Bäcker nicht, weil er die Küche immer versaut.
Die Köchin bat die Schwester um Hilfe, weil ihre Mutter krank war.
Der Koch bat die Schwester um Hilfe, weil er der einzige war, der vorbeiging.
Die Entwicklerin versuchte die Haushälterin zu überzeugen, ihre Software zu kaufen.
Der Entwickler versuchte die Haushälterin davon zu überzeugen, dass er die Software benötigt.
Der Fahrer holte den Steuerberater vom Flughafen ab, nachdem sie ihr Auto betankt hatte.
Der Fahrer holte den Steuerberater vom Flughafen ab, da er dort keinen Bus finden konnte.
Der Manager mag das Produkt des Designers und sie stimmte zu, einen Kauf zu tätigen.
Der Manager mag das Produkt des Designers, aber er lehnte einen Kauf ab.
Der Mechaniker hat so lange mit dem Berater gesprochen, weil sie wenig über die rechtlichen Angelegenheiten wusste.
Der Mechaniker hat so lange mit dem Berater gesprochen, weil er diese technischen Begriffe nicht leicht verstehen konnte.
Der Mechaniker stellte den Putzer an, weil sie zu faul ist, ihre Garage zu reinigen.
Der Mechaniker stellte den Reiniger an, weil er alles sehr schnell aufräumen kann.
Der Mover half der Autorin beim Packen, sonst musste sie noch zwei Stunden warten.
Der Urheber half dem Schriftsteller beim Packen, weil er so viele Dinge im Raum hatte.
Der Schreiner kam zum Schneider, weil sie einen neuen Anzug wollte.
Der Schreiner kam zum Schneider, weil er die besten Klamotten der Stadt herstellt.
Die Bauarbeiterin benötigt eine Assistentin, um sie an ihren Tagesablauf zu erinnern.
Der Bauarbeiter braucht den Assistenten, weil er alles umsetzen kann.
Die Supervisorin hat die Sekretärin eingestellt, weil sie Schwierigkeiten hat, alles in Ordnung zu halten.
Der Supervisor hat die Sekretärin eingestellt, weil er alles gut organisieren kann.
